,file_name,game_age,game_cat,game_fans,game_players,game_time,game_weight
4232,html_files_games\_boardgame_21414_last-man.html,Age: 12+,"Rank: Overall 3,782 War 358",61,2–3 Players,120 Min,2.52 / 5
4233,html_files_games\_boardgame_214204_argh.html,Age: 8+,"Rank: Overall 4,515",5,2–4 Players,5–15 Min,1.20 / 5
4234,html_files_games\_boardgame_214293_mountains-madness.html,Age: 12+,"Rank: Overall 2,024 Party 119",90,3–5 Players,60–90 Min,2.05 / 5
4235,html_files_games\_boardgame_214296_tenkatoitsu.html,Age: ––,"Rank: Overall 3,965 War 335",34,1–2 Players,180–420 Min,3.31 / 5
4236,html_files_games\_boardgame_21436_18fl.html,Age: 12+,"Rank: Overall 4,546 Strategy 1,434",5,2–4 Players,150 Min,3.67 / 5
4237,html_files_games\_boardgame_214396_campy-creatures.html,Age: 10+,"Rank: Overall 2,139",70,2–5 Players,20–30 Min,1.25 / 5
4238,html_files_games\_boardgame_21441_mykerinos.html,Age: 10+,Rank: Overall 875 Strategy 510,47,2–4 Players,45 Min,2.57 / 5
4239,html_files_games\_boardgame_214484_hexplore-it-valley-dead-king.html,Age: 12+,"Rank: Overall 2,696",143,1–7 Players,60–180 Min,3.10 / 5
4240,html_files_games\_boardgame_214491_paku-paku.html,Age: 8+,"Rank: Overall 4,440",4,2–8 Players,10 Min,1.00 / 5
4241,html_files_games\_boardgame_21463_john-silver.html,Age: 10+,"Rank: Overall 6,389",3,2–4 Players,30 Min,1.71 / 5
4242,html_files_games\_boardgame_21464_california.html,Age: 8+,"Rank: Overall 2,740 Family 756",16,2–5 Players,60 Min,1.80 / 5
4243,html_files_games\_boardgame_21469_spectral-rails.html,Age: 12+,"Rank: Overall 5,248",16,3–4 Players,60 Min,2.50 / 5
4244,html_files_games\_boardgame_214747_mega-man-pixel-tactics-bass-orange-edition.html,Age: 10+,"Rank: Overall 5,809",7,2 Players,20–45 Min,2.00 / 5
4245,html_files_games\_boardgame_214758_n-napoleonic-wars.html,Age: 12+,,13,1 Players,60–240 Min,3.00 / 5
4246,html_files_games\_boardgame_214879_tomb-trader.html,Age: 6+,,2,3–6 Players,5–10 Min,1.67 / 5
4247,html_files_games\_boardgame_214880_city-big-shoulders.html,Age: 14+,"Rank: Overall 4,851",70,2–4 Players,120–180 Min,3.67 / 5
4248,html_files_games\_boardgame_214887_co-second-chance.html,Age: 12+,"Rank: Overall 1,418","1,222",1–4 Players,60–120 Min,3.98 / 5
4249,html_files_games\_boardgame_214898_gloom-space.html,Age: 13+,,7,2–5 Players,60 Min,2.00 / 5
4250,html_files_games\_boardgame_214910_tiki.html,Age: 8+,,10,2 Players,10–20 Min,2.00 / 5
4251,html_files_games\_boardgame_214988_railways-nippon.html,Age: 12+,"Rank: Overall 3,129",13,2–4 Players,90–120 Min,2.75 / 5
4252,html_files_games\_boardgame_214989_age-towers.html,Age: 14+,"Rank: Overall 4,642",48,1–4 Players,45–75 Min,2.00 / 5
4253,html_files_games\_boardgame_214996_silver-bayonet-first-team-vietnam-1965-25th-annive.html,Age: 12+,"Rank: Overall 3,315 War 239",54,1–2 Players,30–960 Min,3.77 / 5
4254,html_files_games\_boardgame_214_cafe-international.html,Age: 10+,"Rank: Overall 2,236 Family 650",31,2–4 Players,45–60 Min,1.67 / 5
4255,html_files_games\_boardgame_21503_spqrisiko.html,Age: 12+,"Rank: Overall 6,541 War 1,981 Strategy 1,695",15,3–5 Players,120 Min,2.13 / 5
4256,html_files_games\_boardgame_215058_sonhando-com-alice.html,Age: 10+,,2,2–5 Players,45–90 Min,2.00 / 5
4257,html_files_games\_boardgame_215066_gang-rush-breakout.html,Age: 10+,,10,3–5 Players,45 Min,2.50 / 5
4258,html_files_games\_boardgame_2150_londons-burning.html,Age: 12+,"Rank: Overall 3,017 War 473",49,1–2 Players,120–480 Min,2.55 / 5
4259,html_files_games\_boardgame_215213_cutthroat-kingdoms.html,Age: 14+,"Rank: Overall 6,061",26,3–6 Players,90–150 Min,2.80 / 5
4260,html_files_games\_boardgame_21523_runebound-second-edition.html,Age: 12+,Rank: Overall 751 Thematic 207,616,2–6 Players,120–240 Min,2.68 / 5
4261,html_files_games\_boardgame_215308_indulgence.html,Age: 14+,"Rank: Overall 2,611 Strategy 1,100 Family 662",15,3–4 Players,40–60 Min,1.86 / 5
4262,html_files_games\_boardgame_215311_downforce.html,Age: 10+,Rank: Overall 433 Family 62,108,2–6 Players,20–40 Min,1.84 / 5
4263,html_files_games\_boardgame_215312_stop-thief.html,Age: 10+,"Rank: Overall 1,678 Family 414",74,2–4 Players,30–60 Min,1.62 / 5
4264,html_files_games\_boardgame_215341_thunderstone-quest.html,Age: 14+,Rank: Overall 504 Strategy 241,304,2–4 Players,60–90 Min,2.61 / 5
4265,html_files_games\_boardgame_215371_crosstalk.html,Age: 10+,"Rank: Overall 2,278 Party 90",23,4–8 Players,20–30 Min,1.30 / 5
4266,html_files_games\_boardgame_215392_flip-city-wilderness.html,Age: 14+,,8,1–4 Players,30–50 Min,2.00 / 5
4267,html_files_games\_boardgame_215436_codex-card-time-strategy-starter-set.html,Age: 13+,"Rank: Overall 6,311",3,2 Players,45 Min,N/A
4268,html_files_games\_boardgame_215437_codex-card-time-strategy-core-set.html,Age: 13+,"Rank: Overall 2,716",7,2–5 Players,45 Min,3.43 / 5
4269,html_files_games\_boardgame_215463_tokyo-highway.html,Age: 8+,"Rank: Overall 2,230 Family 577",51,2 Players,30–50 Min,1.67 / 5
4270,html_files_games\_boardgame_215469_pyramids-deadline.html,Age: 8+,,4,2–6 Players,20 Min,1.43 / 5
4271,html_files_games\_boardgame_215471_wind-film.html,Age: 12+,"Rank: Overall 3,353",18,2–4 Players,20 Min,2.17 / 5
4272,html_files_games\_boardgame_215482_road-hog-rule-road.html,Age: 10+,,6,2–5 Players,30 Min,2.00 / 5
4273,html_files_games\_boardgame_2154_thunderboltapache-leader.html,Age: 12+,"Rank: Overall 3,618 War 453",29,1 Players,300 Min,2.58 / 5
4274,html_files_games\_boardgame_215503_conejos-en-el-huerto.html,Age: 8+,,17,2–4 Players,20–40 Min,2.29 / 5
4275,html_files_games\_boardgame_21550_blokus-trigon.html,Age: 7+,Rank: Overall 983 Abstract 44,38,2–4 Players,20 Min,1.94 / 5
4276,html_files_games\_boardgame_21551_spqr-deluxe-edition.html,Age: 12+,"Rank: Overall 1,434 War 56",101,2 Players,240 Min,3.77 / 5
4277,html_files_games\_boardgame_215565_roads-gettysburg-ii-lee-strikes-north.html,Age: ––,"Rank: Overall 4,948 War 444",10,1–2 Players,Time: ––,3.50 / 5
4278,html_files_games\_boardgame_215613_tao-long-way-dragon.html,Age: 14+,"Rank: Overall 1,746 Abstract 94",157,2 Players,10–30 Min,2.72 / 5
4279,html_files_games\_boardgame_215616_ascension-gift-elements.html,Age: 13+,"Rank: Overall 3,435 Strategy 1,242",19,1–4 Players,30–60 Min,2.40 / 5
4280,html_files_games\_boardgame_21569_adigma.html,Age: 14+,,6,2–10 Players,90 Min,1.67 / 5
4281,html_files_games\_boardgame_2157_riddle-ring.html,Age: 13+,"Rank: Overall 6,165",22,2–8 Players,120 Min,2.07 / 5
4282,html_files_games\_boardgame_215840_exit-game-forbidden-castle.html,Age: 12+,"Rank: Overall 1,393",11,1–4 Players,45–90 Min,3.35 / 5
4283,html_files_games\_boardgame_215841_exit-game-forgotten-island.html,Age: 12+,"Rank: Overall 1,021",15,1–4 Players,45–90 Min,2.63 / 5
4284,html_files_games\_boardgame_215842_exit-game-polar-station.html,Age: 12+,"Rank: Overall 1,034",15,1–4 Players,45–90 Min,2.81 / 5
4285,html_files_games\_boardgame_215_tichu.html,Age: 10+,Rank: Overall 131 Strategy 102,500,4 Players,60 Min,2.34 / 5
4286,html_files_games\_boardgame_216070_hunt-ring.html,Age: 13+,"Rank: Overall 1,723 Thematic 292",97,2–5 Players,90–180 Min,3.00 / 5
4287,html_files_games\_boardgame_216091_unlock-formula.html,Age: 10+,Rank: Overall 944 Thematic 189,18,1–6 Players,45–75 Min,2.33 / 5
4288,html_files_games\_boardgame_216092_unlock-squeek-sausage.html,Age: 10+,Rank: Overall 820 Thematic 149,17,1–6 Players,45–75 Min,2.27 / 5
4289,html_files_games\_boardgame_216094_unlock-island-doctor-goorse.html,Age: 10+,"Rank: Overall 1,697 Thematic 321",11,2–6 Players,60 Min,2.93 / 5
4290,html_files_games\_boardgame_216132_clans-caledonia.html,Age: 12+,Rank: Overall 44 Strategy 32,596,1–4 Players,30–120 Min,3.44 / 5
4291,html_files_games\_boardgame_216199_smash-big-japan.html,Age: 14+,"Rank: Overall 2,308",18,2 Players,30–45 Min,2.67 / 5
4292,html_files_games\_boardgame_216201_robo-rally.html,Age: 12+,"Rank: Overall 1,247 Strategy 674",54,2–6 Players,20–120 Min,2.16 / 5
4293,html_files_games\_boardgame_216234_pocket-ops.html,Age: 8+,"Rank: Overall 4,102 Abstract 279",27,2 Players,20 Min,1.25 / 5
4294,html_files_games\_boardgame_216282_critters-below.html,Age: 14+,,22,1–6 Players,30–60 Min,2.14 / 5
4295,html_files_games\_boardgame_2162_warhammer-40000.html,Age: 17+,"Rank: Overall 1,995 War 902",145,2–6 Players,30–120 Min,3.48 / 5
4296,html_files_games\_boardgame_21632_court-king.html,Age: 10+,"Rank: Overall 1,509 Strategy 821 Family 433",52,2–5 Players,45 Min,1.73 / 5
4297,html_files_games\_boardgame_216357_kiwetin.html,Age: 7+,,29,2–6 Players,5–20 Min,1.44 / 5
4298,html_files_games\_boardgame_216381_hand-fate-ordeals.html,Age: 14+,"Rank: Overall 3,780 Thematic 577",108,1–4 Players,30–120 Min,3.00 / 5
4299,html_files_games\_boardgame_2163_space-hulk.html,Age: 12+,Rank: Overall 471 Thematic 105,284,2–4 Players,45 Min,2.51 / 5
4300,html_files_games\_boardgame_216403_element.html,Age: 14+,"Rank: Overall 1,980 Abstract 75",82,2–4 Players,30–60 Min,2.29 / 5
4301,html_files_games\_boardgame_21641_aquadukt.html,Age: 8+,"Rank: Overall 2,123 Family 583",14,2–4 Players,30 Min,1.71 / 5
4302,html_files_games\_boardgame_216428_seikatsu.html,Age: 10+,"Rank: Overall 1,853",36,1–4 Players,15–30 Min,1.63 / 5
4303,html_files_games\_boardgame_216439_trash-pandas.html,Age: 8+,"Rank: Overall 3,422",32,2–4 Players,15–20 Min,1.50 / 5
4304,html_files_games\_boardgame_216459_lost-expedition.html,Age: 14+,Rank: Overall 726 Thematic 176,169,1–5 Players,30–50 Min,1.82 / 5
4305,html_files_games\_boardgame_216482_high-tide.html,Age: 8+,"Rank: Overall 6,199",8,3–6 Players,25 Min,1.60 / 5
4306,html_files_games\_boardgame_216497_throne-and-grail.html,Age: 10+,"Rank: Overall 5,699",10,2 Players,10–20 Min,2.00 / 5
4307,html_files_games\_boardgame_21654_iliad.html,Age: 10+,"Rank: Overall 1,805 Strategy 904",33,2–6 Players,45 Min,2.09 / 5
4308,html_files_games\_boardgame_216578_half-pint-heroes.html,Age: 9+,"Rank: Overall 3,413",24,2–7 Players,30–60 Min,1.78 / 5
4309,html_files_games\_boardgame_216597_flatline.html,Age: 10+,"Rank: Overall 1,432 Strategy 695",161,1–5 Players,25–45 Min,2.24 / 5
4310,html_files_games\_boardgame_2165_pokemon-trading-card-game.html,Age: 6+,"Rank: Overall 2,579 Customizable 129",115,2 Players,20 Min,1.97 / 5
4311,html_files_games\_boardgame_216600_fantastic-factories.html,Age: 14+,"Rank: Overall 5,712",84,1–5 Players,45–60 Min,2.50 / 5
4312,html_files_games\_boardgame_216630_traveller-customizable-card-game-two-player-starte.html,Age: 12+,,23,1–4 Players,30–60 Min,3.50 / 5
4313,html_files_games\_boardgame_216632_tournament-camelot.html,Age: 14+,"Rank: Overall 1,860",43,3–6 Players,45 Min,2.50 / 5
4314,html_files_games\_boardgame_216640_banishing.html,Age: 14+,"Rank: Overall 4,490",7,3–5 Players,45 Min,2.20 / 5
4315,html_files_games\_boardgame_216658_smash-what-were-we-thinking.html,Age: 14+,"Rank: Overall 2,054",18,2 Players,45 Min,2.00 / 5
4316,html_files_games\_boardgame_216694_das-vermachtnis-des-maharaja.html,Age: 10+,,7,2–4 Players,30 Min,1.20 / 5
4317,html_files_games\_boardgame_216710_wings-glory-ww2-battle-britain-starter-set.html,Age: 8+,"Rank: Overall 4,687 War 768",26,1–99 Players,30–45 Min,2.33 / 5
4318,html_files_games\_boardgame_216734_dice-throne-season-one.html,Age: 8+,Rank: Overall 601,597,2–6 Players,20–40 Min,2.08 / 5
4319,html_files_games\_boardgame_216798_telestrations-6-player-family-pack.html,Age: 8+,"Rank: Overall 5,900",0,4–6 Players,15–20 Min,1.00 / 5
4320,html_files_games\_boardgame_216856_demon-worker.html,Age: 10+,"Rank: Overall 4,041",16,3–4 Players,45 Min,2.60 / 5
4321,html_files_games\_boardgame_21685_rok-1920.html,Age: 12+,,5,2–3 Players,120 Min,3.80 / 5
4322,html_files_games\_boardgame_216864_card-city-xl.html,Age: 12+,"Rank: Overall 3,849",105,1–4 Players,20–60 Min,2.86 / 5
4323,html_files_games\_boardgame_216865_sherman-leader.html,Age: 12+,"Rank: Overall 4,831 War 625",35,1 Players,45–60 Min,3.00 / 5
4324,html_files_games\_boardgame_2168_hitlers-war.html,Age: 12+,"Rank: Overall 4,163 War 991",25,2–3 Players,300 Min,3.00 / 5
4325,html_files_games\_boardgame_216974_kings-road.html,Age: 10+,"Rank: Overall 3,490",23,2–5 Players,30 Min,1.70 / 5
4326,html_files_games\_boardgame_216985_nomads.html,Age: 8+,,7,2–5 Players,25–45 Min,2.33 / 5
4327,html_files_games\_boardgame_216_atlanteon.html,Age: 12+,,6,2 Players,30 Min,2.03 / 5
4328,html_files_games\_boardgame_217012_alchemical-crystal-quest-second-edition.html,Age: 14+,,172,1–4 Players,40–120 Min,3.50 / 5
4329,html_files_games\_boardgame_217020_truck-food-truck-frenzy.html,Age: 8+,"Rank: Overall 4,766",16,2–6 Players,20–30 Min,1.60 / 5
4330,html_files_games\_boardgame_21703_mana.html,Age: 8+,,8,2 Players,30 Min,2.00 / 5
4331,html_files_games\_boardgame_21704_fiji.html,Age: 10+,"Rank: Overall 5,160 Family 1,211",9,2–5 Players,30 Min,1.77 / 5
4332,html_files_games\_boardgame_217083_lyngk.html,Age: 13+,"Rank: Overall 1,567 Abstract 13",28,2 Players,30–60 Min,2.86 / 5
4333,html_files_games\_boardgame_217085_unearth.html,Age: 8+,"Rank: Overall 1,114 Strategy 662 Family 285",117,2–4 Players,30–60 Min,1.84 / 5
4334,html_files_games\_boardgame_217098_trol.html,Age: ––,,5,2–5 Players,30 Min,2.00 / 5
4335,html_files_games\_boardgame_217099_seeders-sereis-exodus.html,Age: ––,"Rank: Overall 3,970",27,2–4 Players,120 Min,3.60 / 5
4336,html_files_games\_boardgame_21709_jericho.html,Age: 8+,"Rank: Overall 4,338 Family 1,073",4,3–5 Players,15 Min,1.40 / 5
4337,html_files_games\_boardgame_217176_crazy-race.html,Age: 8+,"Rank: Overall 6,161",2,2–5 Players,30–60 Min,2.00 / 5
4338,html_files_games\_boardgame_217261_bohnanza-20-jahre.html,Age: 10+,,3,3–5 Players,45 Min,1.50 / 5
4339,html_files_games\_boardgame_217321_deja-vu.html,Age: 8+,"Rank: Overall 3,587",2,2–6 Players,15 Min,1.00 / 5
4340,html_files_games\_boardgame_217338_mistkafer.html,Age: 8+,,0,2–4 Players,20 Min,1.33 / 5
4341,html_files_games\_boardgame_217353_assembly.html,Age: 8+,"Rank: Overall 6,022",49,1–2 Players,10–20 Min,1.20 / 5
4342,html_files_games\_boardgame_217362_frogriders.html,Age: 8+,"Rank: Overall 3,464",13,2–4 Players,20–30 Min,1.50 / 5
4343,html_files_games\_boardgame_217372_quest-el-dorado.html,Age: 10+,Rank: Overall 285 Family 31,144,2–4 Players,30–60 Min,2.02 / 5
4344,html_files_games\_boardgame_217398_path-light-and-shadow.html,Age: 14+,"Rank: Overall 1,442 Strategy 687",129,2–4 Players,60–120 Min,3.19 / 5
4345,html_files_games\_boardgame_2173_4-player-chess.html,Age: 8+,,12,4 Players,45 Min,2.89 / 5
4346,html_files_games\_boardgame_217423_cosmic-run-rapid-fire.html,Age: 8+,"Rank: Overall 4,403",27,1–2 Players,20–30 Min,2.00 / 5
4347,html_files_games\_boardgame_217449_nmbr-9.html,Age: 8+,Rank: Overall 761 Abstract 39 Family 174,66,1–4 Players,20 Min,1.19 / 5
4348,html_files_games\_boardgame_217466_mafiozoo.html,Age: 12+,"Rank: Overall 5,336",23,2–4 Players,60 Min,2.40 / 5
4349,html_files_games\_boardgame_217470_qwinto-das-kartenspiel.html,Age: 8+,,0,1–4 Players,20 Min,1.50 / 5
4350,html_files_games\_boardgame_217471_teenage-mutant-ninja-turtles-dice-masters-heroes-h.html,Age: 14+,"Rank: Overall 5,519",4,2–4 Players,60 Min,2.00 / 5
4351,html_files_games\_boardgame_217475_twenty-one.html,Age: 8+,"Rank: Overall 3,840",5,2–6 Players,15 Min,1.00 / 5
4352,html_files_games\_boardgame_2174_coup-detat.html,Age: 10+,,4,3–4 Players,30 Min,2.21 / 5
4353,html_files_games\_boardgame_217531_wizards-wanted.html,Age: 10+,"Rank: Overall 5,694",13,2–4 Players,60 Min,2.00 / 5
4354,html_files_games\_boardgame_217544_vanguard-war.html,Age: 13+,"Rank: Overall 5,624",51,1–4 Players,30–60 Min,2.33 / 5
4355,html_files_games\_boardgame_217547_cant-stop-express.html,Age: 10+,"Rank: Overall 5,448",7,1–4 Players,30 Min,1.25 / 5
4356,html_files_games\_boardgame_21754_nottingham.html,Age: 10+,"Rank: Overall 2,621 Family 727",19,3–7 Players,30 Min,1.60 / 5
4357,html_files_games\_boardgame_217553_go-go-gelato.html,Age: 6+,"Rank: Overall 4,767 Children's 69 Family 1,107",4,2–4 Players,15 Min,1.00 / 5
4358,html_files_games\_boardgame_217554_dr-microbe.html,Age: 8+,,5,2–4 Players,15 Min,N/A
4359,html_files_games\_boardgame_217609_wars-marcus-aurelius-rome-170-180ce.html,Age: 12+,,11,1 Players,30–90 Min,2.00 / 5
4360,html_files_games\_boardgame_217619_sherlook.html,Age: 14+,,6,2–6 Players,15–30 Min,1.00 / 5
4361,html_files_games\_boardgame_21763_mr-jack.html,Age: 9+,Rank: Overall 449 Strategy 319,345,2 Players,30 Min,2.19 / 5
4362,html_files_games\_boardgame_21769_talavera.html,Age: 11+,,9,2 Players,120–1200 Min,3.73 / 5
4363,html_files_games\_boardgame_217776_import-export.html,Age: 8+,"Rank: Overall 2,366",40,2–6 Players,45–90 Min,3.25 / 5
4364,html_files_games\_boardgame_217780_gentes.html,Age: 12+,"Rank: Overall 1,119 Strategy 538",88,1–4 Players,90 Min,3.23 / 5
4365,html_files_games\_boardgame_21779_1914-twilight-east.html,Age: 12+,"Rank: Overall 3,717 War 313",46,2–6 Players,720–4000 Min,4.42 / 5
4366,html_files_games\_boardgame_217861_paper-tales.html,Age: 12+,"Rank: Overall 1,155 Strategy 626",60,2–5 Players,30 Min,2.15 / 5
4367,html_files_games\_boardgame_217894_delve.html,Age: 14+,"Rank: Overall 3,231 Thematic 522",307,2–4 Players,45–60 Min,2.07 / 5
4368,html_files_games\_boardgame_21790_thurn-and-taxis.html,Age: 13+,Rank: Overall 371 Strategy 266 Family 73,360,2–4 Players,60 Min,2.26 / 5
4369,html_files_games\_boardgame_21791_masons.html,Age: 8+,"Rank: Overall 1,623 Strategy 838",17,2–4 Players,45 Min,2.13 / 5
4370,html_files_games\_boardgame_217934_napoleon-1806.html,Age: 10+,"Rank: Overall 4,720 War 535",30,2 Players,60–120 Min,2.67 / 5
4371,html_files_games\_boardgame_217949_column-fire.html,Age: 12+,"Rank: Overall 3,434",26,2–4 Players,60–90 Min,2.31 / 5
4372,html_files_games\_boardgame_217974_bemused.html,Age: 12+,,12,4–6 Players,15–30 Min,2.75 / 5
4373,html_files_games\_boardgame_21798_hystericoach.html,Age: 8+,,7,4–15 Players,30 Min,1.22 / 5
4374,html_files_games\_boardgame_2179_musketeers.html,Age: 8+,"Rank: Overall 5,459 Family 1,218",3,2–4 Players,20–40 Min,1.11 / 5
4375,html_files_games\_boardgame_217_la-carte.html,Age: 13+,"Rank: Overall 1,615 Family 454",75,2–4 Players,30 Min,1.31 / 5
4376,html_files_games\_boardgame_218007_napoleons-quagmire.html,Age: ––,,7,2 Players,Time: ––,N/A
4377,html_files_games\_boardgame_218025_little-flower-shop.html,Age: 10+,"Rank: Overall 5,052",25,1–4 Players,20 Min,1.60 / 5
4378,html_files_games\_boardgame_218028_biotix.html,Age: 14+,,6,2–5 Players,30–40 Min,1.40 / 5
4379,html_files_games\_boardgame_21804_traditional-card-games.html,Age: ––,"Rank: Overall 2,654 Family 707",34,Players,Time: ––,1.97 / 5
4380,html_files_games\_boardgame_218050_hotshots.html,Age: 10+,"Rank: Overall 2,473",176,1–4 Players,60 Min,2.25 / 5
4381,html_files_games\_boardgame_2180_flagship-prometheus-unchained.html,Age: 10+,,5,2–4 Players,180 Min,2.08 / 5
4382,html_files_games\_boardgame_218121_dice-hospital.html,Age: 10+,"Rank: Overall 1,338 Family 301",138,1–4 Players,45–90 Min,2.15 / 5
4383,html_files_games\_boardgame_218126_whozit.html,Age: 10+,"Rank: Overall 4,484",3,3–8 Players,20–30 Min,1.00 / 5
4384,html_files_games\_boardgame_218129_catch-moon.html,Age: 6+,"Rank: Overall 2,656",22,2–6 Players,20 Min,1.00 / 5
4385,html_files_games\_boardgame_218161_pit-crew.html,Age: 8+,"Rank: Overall 3,437",12,2–9 Players,15–30 Min,1.22 / 5
4386,html_files_games\_boardgame_218179_princess-jing.html,Age: 8+,"Rank: Overall 5,564",28,2 Players,15–30 Min,1.20 / 5
4387,html_files_games\_boardgame_2181_bridge.html,Age: 12+,Rank: Overall 557 Abstract 26 Strategy 316,118,4 Players,60 Min,3.86 / 5
4388,html_files_games\_boardgame_218200_constellations.html,Age: 8+,"Rank: Overall 6,060",24,2–4 Players,30–60 Min,1.57 / 5
4389,html_files_games\_boardgame_218208_ticket-ride-first-journey-europe.html,Age: 6+,"Rank: Overall 2,796 Children's 20",12,2–4 Players,15–30 Min,1.53 / 5
4390,html_files_games\_boardgame_218293_rise-nobility.html,Age: 14+,"Rank: Overall 1,453 Strategy 739",408,1–6 Players,25–150 Min,3.29 / 5
4391,html_files_games\_boardgame_21829_sherwood.html,Age: 9+,,6,2–4 Players,45 Min,2.27 / 5
4392,html_files_games\_boardgame_218310_trickster-champions-time.html,Age: 14+,"Rank: Overall 4,548",93,2–6 Players,25–30 Min,1.75 / 5
4393,html_files_games\_boardgame_218311_deckscape-test-time.html,Age: 12+,"Rank: Overall 1,667 Thematic 323 Party 82",15,1–6 Players,30–90 Min,1.54 / 5
4394,html_files_games\_boardgame_218314_3-secrets.html,Age: 14+,,3,2–8 Players,15 Min,1.60 / 5
4395,html_files_games\_boardgame_218333_rhino-hero-super-battle.html,Age: 5+,Rank: Overall 800 Children's 1 Family 149,49,2–4 Players,10–20 Min,1.13 / 5
4396,html_files_games\_boardgame_218376_direwild.html,Age: 13+,"Rank: Overall 3,909",138,2–4 Players,60–90 Min,3.00 / 5
4397,html_files_games\_boardgame_218395_sine-tempore.html,Age: 14+,,"1,391",1–4 Players,20–60 Min,3.00 / 5
4398,html_files_games\_boardgame_218417_aeons-end-war-eternal.html,Age: 14+,Rank: Overall 298 Strategy 143,204,1–4 Players,60 Min,2.92 / 5
4399,html_files_games\_boardgame_218421_street-masters.html,Age: 14+,"Rank: Overall 2,578",567,1–4 Players,45–120 Min,2.83 / 5
4400,html_files_games\_boardgame_218479_cerebria-inside-world.html,Age: 14+,"Rank: Overall 1,349 Strategy 650",468,1–4 Players,60–120 Min,4.22 / 5
4401,html_files_games\_boardgame_218503_wartime-battle-valyance-vale.html,Age: 14+,,14,2 Players,30 Min,2.00 / 5
4402,html_files_games\_boardgame_218509_empires-void-ii.html,Age: 13+,"Rank: Overall 1,038 Strategy 514",255,2–5 Players,90–180 Min,3.41 / 5
4403,html_files_games\_boardgame_218519_warstones.html,Age: 12+,,15,2–4 Players,30 Min,2.00 / 5
4404,html_files_games\_boardgame_218530_tortuga-1667.html,Age: 12+,"Rank: Overall 1,318 Party 83",167,2–9 Players,20–40 Min,2.05 / 5
4405,html_files_games\_boardgame_21854_los-mampfos.html,Age: 6+,"Rank: Overall 5,147 Children's 120 Family 1,179",8,2–5 Players,20 Min,1.24 / 5
4406,html_files_games\_boardgame_218576_fantastic-park.html,Age: 7+,,6,2–5 Players,30 Min,1.00 / 5
4407,html_files_games\_boardgame_218580_divinity-derby.html,Age: 10+,"Rank: Overall 3,597",236,3–6 Players,45–90 Min,2.00 / 5
4408,html_files_games\_boardgame_218603_photosynthesis.html,Age: 10+,Rank: Overall 335 Abstract 21 Family 57,436,2–4 Players,30–60 Min,2.31 / 5
4409,html_files_games\_boardgame_218804_imaginarium.html,Age: 14+,"Rank: Overall 1,885",74,2–5 Players,90 Min,3.00 / 5
4410,html_files_games\_boardgame_21882_blue-moon-city.html,Age: 10+,Rank: Overall 547 Strategy 356 Family 119,159,2–4 Players,60 Min,2.30 / 5
4411,html_files_games\_boardgame_218863_take.html,Age: 10+,"Rank: Overall 6,068",8,2 Players,30 Min,2.25 / 5
4412,html_files_games\_boardgame_218920_valletta.html,Age: 10+,"Rank: Overall 1,702 Strategy 801 Family 410",34,2–4 Players,40–80 Min,2.37 / 5
4413,html_files_games\_boardgame_21892_augsburg-1520.html,Age: 12+,"Rank: Overall 2,289 Strategy 1,043",9,2–5 Players,25–75 Min,2.68 / 5
4414,html_files_games\_boardgame_218933_warhammer-quest-shadows-over-hammerhal.html,Age: ––,"Rank: Overall 4,358",46,2–5 Players,60–120 Min,2.00 / 5
4415,html_files_games\_boardgame_218957_cafe-fatal.html,Age: 8+,"Rank: Overall 5,610",5,2–5 Players,30 Min,1.33 / 5
4416,html_files_games\_boardgame_218995_santo-domingo.html,Age: 8+,"Rank: Overall 3,044",8,2–6 Players,20–30 Min,1.86 / 5
4417,html_files_games\_boardgame_2189_pfusch.html,Age: 8+,,1,2–5 Players,30 Min,1.55 / 5
4418,html_files_games\_boardgame_219100_uboot-board-game.html,Age: 12+,"Rank: Overall 2,938 Thematic 447",341,1–4 Players,30–120 Min,4.09 / 5
4419,html_files_games\_boardgame_219101_pavlovs-house.html,Age: 12+,"Rank: Overall 3,113 War 347",42,1–3 Players,60–75 Min,2.58 / 5
4420,html_files_games\_boardgame_219122_national-economy.html,Age: 12+,,3,1–4 Players,30–45 Min,2.50 / 5
4421,html_files_games\_boardgame_21915_le-vol-de-laigle.html,Age: 12+,,11,3–10 Players,600 Min,2.82 / 5
4422,html_files_games\_boardgame_21920_leonardo-da-vinci.html,Age: 12+,"Rank: Overall 1,070 Strategy 623",40,2–5 Players,90 Min,3.19 / 5
4423,html_files_games\_boardgame_219215_werewords.html,Age: 8+,Rank: Overall 895 Party 30,34,4–10 Players,10 Min,1.10 / 5
4424,html_files_games\_boardgame_219232_ilos.html,Age: 10+,"Rank: Overall 3,602 Strategy 1,300 Family 905",20,2–5 Players,20–40 Min,2.20 / 5
4425,html_files_games\_boardgame_219276_dungeon-draft.html,Age: 8+,"Rank: Overall 4,513",12,2–5 Players,30–45 Min,1.67 / 5
4426,html_files_games\_boardgame_2192_rivets.html,Age: 10+,"Rank: Overall 5,956 War 1,335",18,2 Players,30 Min,2.00 / 5
4427,html_files_games\_boardgame_21930_crazy-kick.html,Age: 8+,"Rank: Overall 3,583 Party 207",7,2–8 Players,10 Min,1.05 / 5
4428,html_files_games\_boardgame_219430_math-fluxx.html,Age: 8+,"Rank: Overall 5,919",6,2–6 Players,5–30 Min,1.50 / 5
