,file_name,game_age,game_cat,game_fans,game_players,game_time,game_weight
1136,html_files_games\_boardgame_137269_spyrium.html,Age: 12+,Rank: Overall 544 Strategy 329,139,2–5 Players,75 Min,2.89 / 5
1137,html_files_games\_boardgame_13728_naval-battles.html,Age: 10+,"Rank: Overall 5,028 War 1,475",17,2–6 Players,30 Min,1.87 / 5
1138,html_files_games\_boardgame_137290_nosferatu.html,Age: 10+,"Rank: Overall 2,793 Party 165",26,5–8 Players,20 Min,1.41 / 5
1139,html_files_games\_boardgame_137297_rise-augustus.html,Age: 8+,Rank: Overall 840 Family 207,151,2–6 Players,30 Min,1.63 / 5
1140,html_files_games\_boardgame_13729_flandern-1302.html,Age: 8+,"Rank: Overall 5,491 Strategy 1,571",5,2–4 Players,60 Min,2.34 / 5
1141,html_files_games\_boardgame_1372_rise-luftwaffe.html,Age: 12+,"Rank: Overall 2,474 War 314",23,2–8 Players,20 Min,2.15 / 5
1142,html_files_games\_boardgame_137330_cube-quest.html,Age: 8+,"Rank: Overall 1,384 Family 340",67,2 Players,15 Min,1.10 / 5
1143,html_files_games\_boardgame_137397_appia.html,Age: 8+,"Rank: Overall 2,190 Family 578",36,2–4 Players,45 Min,1.94 / 5
1144,html_files_games\_boardgame_1373_midway.html,Age: 12+,,13,2 Players,90–240 Min,2.35 / 5
1145,html_files_games\_boardgame_137406_templar-secret-treasures.html,Age: 8+,"Rank: Overall 4,800 Family 1,129",28,2–5 Players,60 Min,2.27 / 5
1146,html_files_games\_boardgame_137408_amerigo.html,Age: 10+,Rank: Overall 297 Strategy 183,193,2–4 Players,90 Min,3.01 / 5
1147,html_files_games\_boardgame_137423_pixel-tactics-2.html,Age: 12+,"Rank: Overall 1,542 Customizable 44 Strategy 764",52,2 Players,45 Min,2.59 / 5
1148,html_files_games\_boardgame_137480_gold-am-orinoko.html,Age: 7+,"Rank: Overall 5,087 Children's 47 Family 1,134",4,2–4 Players,20 Min,1.45 / 5
1149,html_files_games\_boardgame_137498_breaking-chains-war-south-china-sea.html,Age: ––,,17,2 Players,120–1200 Min,3.08 / 5
1150,html_files_games\_boardgame_137500_gothic-invasion.html,Age: 12+,"Rank: Overall 5,345 War 1,088",36,2–5 Players,90 Min,2.22 / 5
1151,html_files_games\_boardgame_13751_under-shadow-dragon.html,Age: 10+,"Rank: Overall 2,919 Thematic 467",24,2 Players,90 Min,2.40 / 5
1152,html_files_games\_boardgame_1375_guadalcanal.html,Age: 12+,,12,2 Players,90–240 Min,2.71 / 5
1153,html_files_games\_boardgame_137626_road-cheren.html,Age: ––,"Rank: Overall 6,156 War 873",11,2 Players,240 Min,2.25 / 5
1154,html_files_games\_boardgame_137649_level-7-omega-protocol.html,Age: 14+,Rank: Overall 707 Thematic 132 Strategy 391,262,2–6 Players,60–90 Min,3.09 / 5
1155,html_files_games\_boardgame_137651_whats-he-building-there.html,Age: 12+,"Rank: Overall 3,403 Strategy 1,258",42,2–6 Players,60 Min,3.40 / 5
1156,html_files_games\_boardgame_1376_serengeti.html,Age: 8+,"Rank: Overall 3,153 Family 846",11,3–6 Players,25–30 Min,1.66 / 5
1157,html_files_games\_boardgame_137744_tessen.html,Age: ––,"Rank: Overall 4,828",41,2 Players,15 Min,1.20 / 5
1158,html_files_games\_boardgame_137776_praetor.html,Age: 12+,"Rank: Overall 2,087 Strategy 969",76,2–5 Players,75 Min,2.99 / 5
1159,html_files_games\_boardgame_137789_office-21.html,Age: 8+,,2,2–5 Players,10 Min,1.45 / 5
1160,html_files_games\_boardgame_13779_suleiman-magnificent.html,Age: ––,,2,2 Players,120 Min,2.79 / 5
1161,html_files_games\_boardgame_13780_shadow-emperor.html,Age: 12+,Rank: Overall 936 Strategy 537,46,2–4 Players,90 Min,3.42 / 5
1162,html_files_games\_boardgame_137811_galactic-strike-force.html,Age: 13+,,60,2–6 Players,60 Min,3.26 / 5
1163,html_files_games\_boardgame_137872_eons.html,Age: 14+,"Rank: Overall 4,582 Strategy 1,458",151,2–5 Players,90 Min,2.70 / 5
1164,html_files_games\_boardgame_137900_jupiter-rescue.html,Age: 15+,"Rank: Overall 3,652",37,2–7 Players,30–60 Min,1.88 / 5
1165,html_files_games\_boardgame_137909_bugs-kitchen.html,Age: 6+,"Rank: Overall 2,690 Children's 66",22,2–4 Players,15–20 Min,1.05 / 5
1166,html_files_games\_boardgame_137933_dicht-dran.html,Age: 8+,"Rank: Overall 5,613",4,3–5 Players,20 Min,1.42 / 5
1167,html_files_games\_boardgame_137958_wild-west-exodus.html,Age: ––,,38,2–4 Players,Time: ––,3.00 / 5
1168,html_files_games\_boardgame_137988_zombicide-season-2-prison-outbreak.html,Age: 13+,Rank: Overall 466 Thematic 117,367,1–6 Players,90–180 Min,2.70 / 5
1169,html_files_games\_boardgame_1379_ebbe-flut.html,Age: 10+,"Rank: Overall 3,399 Abstract 165",8,1–2 Players,30–45 Min,1.91 / 5
1170,html_files_games\_boardgame_137_pass-bomb.html,Age: 12+,"Rank: Overall 4,949 Party 316",10,2–10 Players,20 Min,1.32 / 5
1171,html_files_games\_boardgame_138026_critical-mass-raijin-vs-archon.html,Age: 14+,"Rank: Overall 5,990",6,2 Players,30 Min,2.00 / 5
1172,html_files_games\_boardgame_1380_jockey.html,Age: 12+,"Rank: Overall 4,810 Strategy 1,522",6,2–6 Players,45 Min,1.48 / 5
1173,html_files_games\_boardgame_138104_warmachine-high-command.html,Age: ––,"Rank: Overall 4,529 Customizable 120 Strategy 1,538",83,2–4 Players,60 Min,2.31 / 5
1174,html_files_games\_boardgame_138105_hordes-high-command.html,Age: 12+,"Rank: Overall 5,073",37,2–4 Players,60–90 Min,2.59 / 5
1175,html_files_games\_boardgame_138161_firefly-game.html,Age: 13+,Rank: Overall 293 Thematic 89,"1,337",1–5 Players,120–240 Min,2.94 / 5
1176,html_files_games\_boardgame_138166_huida-de-silver-city.html,Age: 12+,"Rank: Overall 3,278 Thematic 529",68,1–4 Players,120 Min,2.43 / 5
1177,html_files_games\_boardgame_138233_ascension-rise-vigil.html,Age: 13+,"Rank: Overall 1,092 Strategy 588",76,2–4 Players,30 Min,2.29 / 5
1178,html_files_games\_boardgame_13823_fairy-tale.html,Age: 10+,Rank: Overall 818 Strategy 512 Family 206,185,2–5 Players,30 Min,1.77 / 5
1179,html_files_games\_boardgame_1382_winners-circle.html,Age: 10+,Rank: Overall 712 Family 163,72,2–6 Players,45–60 Min,1.61 / 5
1180,html_files_games\_boardgame_138317_trains-and-stations.html,Age: 14+,"Rank: Overall 5,270 Family 1,207",31,3–5 Players,45 Min,1.82 / 5
1181,html_files_games\_boardgame_138338_continental-divide.html,Age: 12+,"Rank: Overall 5,017",4,3–6 Players,120 Min,3.50 / 5
1182,html_files_games\_boardgame_1383_ab-den-pool.html,Age: 6+,,2,2–6 Players,10 Min,1.00 / 5
1183,html_files_games\_boardgame_138431_galaxy-defenders.html,Age: 12+,Rank: Overall 963 Thematic 175 Strategy 527,766,1–5 Players,120 Min,3.18 / 5
1184,html_files_games\_boardgame_13855_carthage-first-punic-war.html,Age: 12+,"Rank: Overall 3,038 War 322",56,2 Players,1800 Min,3.86 / 5
1185,html_files_games\_boardgame_138589_axis-allies-air-force-miniatures-bandits-high.html,Age: 10+,,12,2–6 Players,90 Min,2.89 / 5
1186,html_files_games\_boardgame_138614_relic-expedition.html,Age: 10+,"Rank: Overall 4,557 Family 1,078",72,2–4 Players,30–60 Min,2.33 / 5
1187,html_files_games\_boardgame_138649_dc-comics-dice-masters-justice-league.html,Age: 14+,Rank: Overall 959 Customizable 23,109,2 Players,60 Min,2.22 / 5
1188,html_files_games\_boardgame_138704_northern-pacific.html,Age: 7+,"Rank: Overall 3,637",2,3–6 Players,60 Min,1.62 / 5
1189,html_files_games\_boardgame_138728_domus-domini.html,Age: 12+,"Rank: Overall 6,481",13,2–6 Players,120 Min,2.50 / 5
1190,html_files_games\_boardgame_13875_quoridor-kid.html,Age: 6+,"Rank: Overall 5,688 Children's 86 Abstract 293",3,2–4 Players,10 Min,1.44 / 5
1191,html_files_games\_boardgame_138788_dungeon-roll.html,Age: 8+,"Rank: Overall 2,175 Family 729",468,1–4 Players,15 Min,1.34 / 5
1192,html_files_games\_boardgame_1387_alaska.html,Age: 12+,,9,2–4 Players,60 Min,1.44 / 5
1193,html_files_games\_boardgame_13883_jenseits-von-theben.html,Age: 10+,"Rank: Overall 2,208 Strategy 958",4,2–4 Players,75 Min,2.43 / 5
1194,html_files_games\_boardgame_13884_scepter-zavandor.html,Age: 10+,Rank: Overall 947 Strategy 519,56,2–6 Players,90 Min,3.52 / 5
1195,html_files_games\_boardgame_138945_furor-barbarus.html,Age: 8+,,8,2 Players,60 Min,1.22 / 5
1196,html_files_games\_boardgame_138963_arkham-investigator.html,Age: 12+,"Rank: Overall 4,236 Thematic 599",146,1–10 Players,120 Min,2.46 / 5
1197,html_files_games\_boardgame_138966_ici-londres.html,Age: 8+,,2,3–6 Players,20 Min,1.25 / 5
1198,html_files_games\_boardgame_138973_camelot-build.html,Age: 10+,,87,1–5 Players,45 Min,2.10 / 5
1199,html_files_games\_boardgame_139030_mascarade.html,Age: 10+,Rank: Overall 961 Party 79,242,2–13 Players,30 Min,1.52 / 5
1200,html_files_games\_boardgame_139032_upon-fable.html,Age: 13+,"Rank: Overall 5,719 Strategy 1,593",27,1–6 Players,60 Min,2.43 / 5
1201,html_files_games\_boardgame_139033_archon-glory-machination.html,Age: 12+,"Rank: Overall 1,839 Strategy 841",71,2–4 Players,90–120 Min,3.11 / 5
1202,html_files_games\_boardgame_139042_dias-de-radio.html,Age: 14+,"Rank: Overall 6,019",18,2–4 Players,14–20 Min,1.33 / 5
1203,html_files_games\_boardgame_139131_hoplomachus-rise-rome.html,Age: 12+,"Rank: Overall 2,643",59,1–2 Players,30 Min,2.93 / 5
1204,html_files_games\_boardgame_139147_romolo-o-remo.html,Age: 12+,"Rank: Overall 3,848 Strategy 1,336",33,1–4 Players,150 Min,3.86 / 5
1205,html_files_games\_boardgame_13920_chickamauga-last-victory-20-september-1863.html,Age: 12+,,5,2 Players,120 Min,2.55 / 5
1206,html_files_games\_boardgame_139236_california-gold.html,Age: 9+,,23,3–5 Players,120 Min,2.56 / 5
1207,html_files_games\_boardgame_139245_dilluvia-project.html,Age: 12+,"Rank: Overall 2,237 Strategy 951",43,2–4 Players,120 Min,3.72 / 5
1208,html_files_games\_boardgame_13924_1829-mainline.html,Age: ––,"Rank: Overall 5,848 Strategy 1,581",2,1–7 Players,240 Min,4.00 / 5
1209,html_files_games\_boardgame_13926_froschkonig.html,Age: 5+,,0,2–4 Players,20 Min,1.13 / 5
1210,html_files_games\_boardgame_13928_chinagold.html,Age: 8+,,2,2 Players,30 Min,2.32 / 5
1211,html_files_games\_boardgame_139326_ugo.html,Age: 10+,"Rank: Overall 2,834 Family 735",6,2–4 Players,40 Min,1.63 / 5
1212,html_files_games\_boardgame_13933_im-auftrag-des-konigs.html,Age: 12+,"Rank: Overall 5,978",1,2–4 Players,30 Min,2.09 / 5
1213,html_files_games\_boardgame_139390_perplexus-twist.html,Age: 8+,,2,1 Players,Time: ––,2.00 / 5
1214,html_files_games\_boardgame_139443_superfight.html,Age: 5+,"Rank: Overall 4,141 Party 341",67,3–10 Players,30 Min,1.25 / 5
1215,html_files_games\_boardgame_139508_walled-city-londonderry-borderlands.html,Age: 13+,"Rank: Overall 3,157 Strategy 1,218",44,2–4 Players,60 Min,3.10 / 5
1216,html_files_games\_boardgame_139562_rockwell.html,Age: 14+,"Rank: Overall 2,156 Strategy 944",45,2–4 Players,90 Min,3.20 / 5
1217,html_files_games\_boardgame_139572_karesansui.html,Age: 10+,"Rank: Overall 4,467 Abstract 218 Family 1,077",18,3–6 Players,45–60 Min,2.17 / 5
1218,html_files_games\_boardgame_139629_mythe.html,Age: 6+,"Rank: Overall 5,881",19,2–5 Players,20 Min,1.40 / 5
1219,html_files_games\_boardgame_1396_ben-hur.html,Age: 10+,,0,2–6 Players,90 Min,1.75 / 5
1220,html_files_games\_boardgame_139747_arena-rex.html,Age: 12+,"Rank: Overall 5,884",32,2–4 Players,30 Min,2.50 / 5
1221,html_files_games\_boardgame_13976_feudo.html,Age: 12+,"Rank: Overall 5,901 War 1,664",11,2–4 Players,90 Min,2.89 / 5
1222,html_files_games\_boardgame_139771_star-trek-attack-wing.html,Age: 14+,"Rank: Overall 1,054 War 250",652,2–99 Players,60 Min,2.70 / 5
1223,html_files_games\_boardgame_13978_war-east-first-edition.html,Age: 12+,,8,2–6 Players,480 Min,3.50 / 5
1224,html_files_games\_boardgame_13980_bear-trap-battle-grozny-january-1995.html,Age: 12+,,5,1–2 Players,360 Min,2.92 / 5
1225,html_files_games\_boardgame_13981_world-war-combined-arms-1939-1945.html,Age: 12+,,7,2–4 Players,120 Min,2.04 / 5
1226,html_files_games\_boardgame_139897_belle-ball.html,Age: 13+,"Rank: Overall 4,545 Family 1,117",31,2–5 Players,30–45 Min,1.50 / 5
1227,html_files_games\_boardgame_139898_brew-crafters.html,Age: 12+,Rank: Overall 517 Strategy 273,221,2–5 Players,90 Min,3.56 / 5
1228,html_files_games\_boardgame_139899_vivajava-coffee-game-dice-game.html,Age: 10+,"Rank: Overall 1,530 Family 396",94,1–4 Players,20–40 Min,1.76 / 5
1229,html_files_games\_boardgame_139952_clockwork-wars.html,Age: 13+,"Rank: Overall 1,787 War 403 Strategy 808",107,2–4 Players,90 Min,3.07 / 5
1230,html_files_games\_boardgame_13995_la-bataille-despagnol-talavera.html,Age: 12+,"Rank: Overall 6,032 War 936",5,1–3 Players,300–2400 Min,3.73 / 5
1231,html_files_games\_boardgame_139976_cthulhu-wars.html,Age: 14+,Rank: Overall 241 Thematic 39 Strategy 155,"1,110",2–4 Players,90–120 Min,3.12 / 5
1232,html_files_games\_boardgame_139992_kaosball-fantasy-sport-total-domination.html,Age: 14+,"Rank: Overall 2,464",145,2–4 Players,30–60 Min,2.53 / 5
1233,html_files_games\_boardgame_139_hoax.html,Age: 10+,,6,3–12 Players,45 Min,1.38 / 5
1234,html_files_games\_boardgame_13_catan.html,Age: 10+,Rank: Overall 319 Strategy 308 Family 77,"4,686",3–4 Players,60–120 Min,2.34 / 5
1235,html_files_games\_boardgame_14007_siege-alesia.html,Age: 12+,"Rank: Overall 4,839 War 726",8,2 Players,300 Min,3.17 / 5
1236,html_files_games\_boardgame_140101_fantasy-frontier.html,Age: 13+,"Rank: Overall 5,552",119,2–4 Players,60 Min,2.50 / 5
1237,html_files_games\_boardgame_140125_fallen.html,Age: 14+,"Rank: Overall 2,013 Thematic 333",236,2 Players,90 Min,3.07 / 5
1238,html_files_games\_boardgame_140163_pandante.html,Age: 13+,"Rank: Overall 5,975 Abstract 407",30,2–6 Players,30 Min,1.94 / 5
1239,html_files_games\_boardgame_140172_pelican-bay.html,Age: 10+,,11,2–4 Players,40–50 Min,2.21 / 5
1240,html_files_games\_boardgame_14017_oceania.html,Age: 10+,"Rank: Overall 5,875 Strategy 1,663 Family 1,307",23,1–2 Players,10–30 Min,1.46 / 5
1241,html_files_games\_boardgame_140236_convert.html,Age: 6+,"Rank: Overall 6,478",8,1–2 Players,10 Min,2.14 / 5
1242,html_files_games\_boardgame_140279_clacks-discworld-board-game.html,Age: 8+,"Rank: Overall 5,019",27,1–4 Players,30 Min,2.63 / 5
1243,html_files_games\_boardgame_140314_high-heavens.html,Age: 8+,,64,2–4 Players,30–75 Min,2.18 / 5
1244,html_files_games\_boardgame_140343_carnival-zombie.html,Age: 12+,"Rank: Overall 1,811 Thematic 305",127,1–6 Players,120 Min,3.32 / 5
1245,html_files_games\_boardgame_14035_piranha-pedro.html,Age: 8+,"Rank: Overall 3,313 Family 873",4,2–6 Players,30 Min,1.30 / 5
1246,html_files_games\_boardgame_14038_anachronism.html,Age: 12+,"Rank: Overall 5,509 Customizable 185",46,2–4 Players,5 Min,1.71 / 5
1247,html_files_games\_boardgame_14039_flix-mix.html,Age: 6+,"Rank: Overall 4,813",3,2–4 Players,20 Min,1.12 / 5
1248,html_files_games\_boardgame_1403_turn-tide.html,Age: 10+,Rank: Overall 991 Family 234,46,3–5 Players,30 Min,1.53 / 5
1249,html_files_games\_boardgame_14042_team-work-original.html,Age: 10+,"Rank: Overall 6,119",3,4–16 Players,20 Min,1.32 / 5
1250,html_files_games\_boardgame_140457_ultimate-werewolf-inquisition.html,Age: 8+,"Rank: Overall 2,550 Party 143",38,3–12 Players,30–60 Min,1.67 / 5
1251,html_files_games\_boardgame_1404_strand-cup.html,Age: 10+,,0,4–8 Players,45 Min,1.20 / 5
1252,html_files_games\_boardgame_140519_myth.html,Age: 12+,"Rank: Overall 2,081 Thematic 424",784,2–5 Players,120 Min,3.85 / 5
1253,html_files_games\_boardgame_140524_daedalus-sentence.html,Age: 10+,"Rank: Overall 5,116",51,1–4 Players,45–60 Min,2.00 / 5
1254,html_files_games\_boardgame_140535_kory.html,Age: 13+,"Rank: Overall 1,693 Strategy 851",43,2–4 Players,10–20 Min,1.88 / 5
1255,html_files_games\_boardgame_14054_akaba.html,Age: 5+,"Rank: Overall 5,078 Children's 63",1,2–4 Players,20 Min,1.23 / 5
1256,html_files_games\_boardgame_140594_word-whimsy.html,Age: 15+,,8,2–7 Players,20–30 Min,1.00 / 5
1257,html_files_games\_boardgame_140603_francis-drake.html,Age: 14+,Rank: Overall 366 Strategy 211,217,3–5 Players,90–120 Min,2.93 / 5
1258,html_files_games\_boardgame_140612_hobbit-unexpected-journey.html,Age: 15+,"Rank: Overall 4,899",19,1–4 Players,40 Min,1.88 / 5
1259,html_files_games\_boardgame_140613_gear-piston.html,Age: 8+,"Rank: Overall 6,433 Family 1,328",42,2–6 Players,30 Min,2.14 / 5
1260,html_files_games\_boardgame_140620_lewis-clark.html,Age: 14+,Rank: Overall 158 Strategy 119,459,1–5 Players,120 Min,3.34 / 5
1261,html_files_games\_boardgame_140638_walking-dead-board-game-best-defense.html,Age: 15+,"Rank: Overall 5,174 Thematic 754",38,1–4 Players,45–60 Min,2.00 / 5
1262,html_files_games\_boardgame_140682_czas-honoru-operacja-most-iii.html,Age: 12+,,14,2 Players,30 Min,2.50 / 5
1263,html_files_games\_boardgame_140693_fox-chicken.html,Age: 8+,,15,7–41 Players,20 Min,1.67 / 5
1264,html_files_games\_boardgame_140717_progress-evolution-technology.html,Age: 12+,"Rank: Overall 1,779 Strategy 883",252,1–5 Players,90 Min,2.43 / 5
1265,html_files_games\_boardgame_140779_guardians-chronicles.html,Age: 14+,"Rank: Overall 5,954 Thematic 735",113,2–5 Players,75 Min,2.83 / 5
1266,html_files_games\_boardgame_140795_say-bye-villains.html,Age: 14+,"Rank: Overall 3,396 Thematic 533",19,3–8 Players,45 Min,2.12 / 5
1267,html_files_games\_boardgame_14080_mighty-endeavor.html,Age: 12+,"Rank: Overall 2,598 War 232",44,1–2 Players,360 Min,2.87 / 5
1268,html_files_games\_boardgame_14083_fire-sky-great-pacific-war-1941-1945.html,Age: 12+,"Rank: Overall 2,023 War 157",53,2 Players,300 Min,3.19 / 5
1269,html_files_games\_boardgame_140857_renaissance-man.html,Age: 13+,,20,1–4 Players,30 Min,2.54 / 5
1270,html_files_games\_boardgame_140863_council-verona.html,Age: 13+,"Rank: Overall 2,186 Party 157 Family 619",77,2–5 Players,20 Min,1.39 / 5
1271,html_files_games\_boardgame_140865_agent-hunter.html,Age: 12+,"Rank: Overall 6,427 Abstract 485 Family 1,345",25,2 Players,15 Min,1.10 / 5
1272,html_files_games\_boardgame_140933_blueprints.html,Age: 14+,Rank: Overall 778 Family 188,127,2–4 Players,30 Min,1.68 / 5
1273,html_files_games\_boardgame_140934_arboretum.html,Age: 8+,Rank: Overall 274 Family 37,239,2–4 Players,30 Min,2.14 / 5
1274,html_files_games\_boardgame_140951_thunderstone-starter-set.html,Age: 12+,"Rank: Overall 1,926 Thematic 359 Strategy 902",37,2–5 Players,45 Min,2.27 / 5
1275,html_files_games\_boardgame_140986_viagem-no-tempo.html,Age: 12+,,6,3–5 Players,60 Min,2.91 / 5
1276,html_files_games\_boardgame_140997_romans-go-home.html,Age: 13+,"Rank: Overall 5,112 Family 1,188",18,1–4 Players,15 Min,1.26 / 5
1277,html_files_games\_boardgame_140_pit.html,Age: 7+,"Rank: Overall 1,459 Party 129 Family 453",131,3–8 Players,30–90 Min,1.16 / 5
1278,html_files_games\_boardgame_14105_commands-colors-ancients.html,Age: 12+,Rank: Overall 105 War 16,681,2 Players,60 Min,2.69 / 5
1279,html_files_games\_boardgame_141067_history-maker-baseball.html,Age: ––,"Rank: Overall 3,742 Thematic 563",40,1–2 Players,30 Min,2.36 / 5
1280,html_files_games\_boardgame_141090_kohle-kolonie.html,Age: 12+,"Rank: Overall 1,896 Strategy 836",30,3–5 Players,150–180 Min,3.85 / 5
1281,html_files_games\_boardgame_1412_trendy.html,Age: 8+,"Rank: Overall 4,286 Family 1,043",3,2–5 Players,20 Min,1.10 / 5
1282,html_files_games\_boardgame_1413_attack-sub.html,Age: 12+,"Rank: Overall 3,447 War 668",35,2 Players,30 Min,2.29 / 5
1283,html_files_games\_boardgame_141418_leaders-combined-strategy-game.html,Age: 12+,,19,2–6 Players,90–240 Min,2.69 / 5
1284,html_files_games\_boardgame_141419_koi-pond-coy-card-game.html,Age: 10+,"Rank: Overall 4,579",25,2–4 Players,20 Min,1.89 / 5
1285,html_files_games\_boardgame_141423_dead-men-tell-no-tales.html,Age: 13+,Rank: Overall 886 Thematic 204 Strategy 542,187,2–5 Players,60–75 Min,2.45 / 5
1286,html_files_games\_boardgame_141430_geek-out.html,Age: 10+,,25,2–99 Players,30 Min,1.25 / 5
1287,html_files_games\_boardgame_141437_what-food.html,Age: 8+,,26,3–8 Players,30 Min,1.60 / 5
1288,html_files_games\_boardgame_141517_study-emerald.html,Age: 13+,Rank: Overall 673 Strategy 375,283,2–5 Players,90 Min,3.43 / 5
1289,html_files_games\_boardgame_141572_paperback.html,Age: 8+,Rank: Overall 351 Strategy 242 Family 56,312,2–5 Players,45 Min,1.98 / 5
